block_num, xor_spent, pswap_gross_burn, pswap_reminted_lp, pswap_reminted_parliament, pswap_net_burn
858412, 529017496723229, 1503830721584083743, 1321772462936949812, 150383072158408374, 31675186488725557
858613, 56796958584478993, 161704701351213714798, 142128245091531728843, 16170470135121371479, 3405986124560614476
858772, 101796694776575707, 289920076767255614446, 254821482513581347994, 28992007676725561444, 6106586576948705008
858831, 5895135871973299, 16786470081113331401, 14754249653683508161, 1678647008111333140, 353573419318490100
859326, 1370492196876156, 3900990540906329221, 3428724923052586286, 390099054090632922, 82166563763110013
859600, 30236959247693300, 86499732178524199099, 76027815101795523983, 8649973217852419909, 1821943858876255207
859849, 62367181197637685, 178468372530549180757, 156862455946883305287, 17846837253054918075, 3759079330610957395
859912, 191704115307407901, 548615404528978766525, 482198377810487010113, 54861540452897876652, 11555486265593879760
860459, 1189429182131882, 3407272598746439638, 2994777956124399416, 340727259874643963, 71767382747396259
861389, 807259258151339, 2319075418544755735, 2038321191149471971, 231907541854475573, 48846685540808191
861418, 100190635584919746, 287867752450303400998, 253017618735412320362, 28786775245030340099, 6063358469860740537
861453, 1246139788790094, 3580426495527163101, 3146969322699158154, 358042649552716310, 75414523275288637
861560, 4946807066129, 14219754308692176, 12498268192818975, 1421975430869217, 299510685003984
861646, 2759194564669409, 7927057577295849717, 6967384205815682262, 792705757729584971, 166967613750582484
861778, 5271651367426199, 15145568779043486820, 13312000785946145175, 1514556877904348682, 319011115192992963
862070, 8201000596445367, 23567500964672062497, 20714348595385968594, 2356750096467206249, 496402272818887654
862180, 20164147125698422, 57952421734973090668, 50936527702472043392, 5795242173497309066, 1220651859003738210
862185, 4435760590423858, 12748515902501905331, 11205142321797317165, 1274851590250190533, 268521990454397633
862201, 98969070487010782, 284440791412310807041, 250005535881562223808, 28444079141231080704, 5991176389517502529
862355, 323250855194912398, 929233862965791759666, 816738023813564111865, 92923386296579175966, 19572452855648471835
862823, 30738545903087542, 88457263273634871214, 77748361609938812800, 8845726327363487121, 1863175336332571293
862903, 12252301441251473, 35256728376217221339, 30988443068807235872, 3525672837621722133, 742612469788263334
864959, 4506186205505332, 12890265362577234225, 11325129342253106445, 1289026536257723422, 276109484066404358
866007, 1866342240417169692, 5331040085038172465158, 4683745197912837564438, 533104008503817246515, 114190878621517654205
866059, 7168706842070278839, 20471592150826914255295, 17985931431873510326417, 2047159215082691425529, 438501503870712503349
866746, 16146384661110547836, 46085382163591056040843, 40489695061287830016363, 4608538216359105604084, 987148885944120420396
867170, 2787246114851665240, 7952657178465874021809, 6987045543856547598080, 795265717846587402180, 170345916762739021549
868115, 68204966248725295, 194879129667312070971, 171216905743107039313, 19487912966731207097, 4174310957473824561
868166, 113776702639471346, 325143297685721761867, 285664398480721425541, 32514329768572176186, 6964569436428160140
869645, 27300825329128269, 78207303286586249506, 68711372521528947090, 7820730328658624950, 1675200436398677466
869697, 762583554663011, 2180162082545736025, 1915446802483032756, 218016208254573602, 46699071808129667
869824, 1168505886133848, 3339706018560306757, 2934198913786714310, 333970601856030675, 71536502917561772
870702, 41664863172348459, 118968621253581268608, 104523451260971430973, 11896862125358126860, 2548307867251710775
871660, 37447091683980607, 107007769256751404456, 94014885913596648926, 10700776925675140445, 2292106417479615085
872212, 46208900990229001, 132116597417281017559, 116075000158874756406, 13211659741728101755, 2829937516678159398
872784, 254032838308275136, 726792145499687188430, 638545043193115170010, 72679214549968718843, 15567887756603299577
873172, 159796271721275350, 457208530167655209906, 401694270434698514319, 45720853016765520990, 9793406716191174597
873174, 32539802272598, 93102491015715960, 81797986556587728, 9310249101571596, 1994255357556636
873231, 1735686889762837, 4966542882597391310, 4363505245792416057, 496654288259739131, 106383348545236122
873726, 2985040244296438, 8549292854875275252, 7511237716436319330, 854929285487527525, 183125852951428397
874000, 51608599034784324, 147833615652502235381, 129883658039975413961, 14783361565250223538, 3166596047276597882
874249, 58164640031632594, 166883289405645512261, 146620320406012034162, 16688328940564551226, 3574640059068926873
874312, 124714125330344324, 357817639764039029234, 314371421943889410304, 35781763976403902923, 7664453843745716007
874859, 16410084673438516, 47200994419127299817, 41469849676756863073, 4720099441912729981, 1011045300457706763
875773, 93871631258799, 270035467747247037, 237247761253376301, 27003546774724703, 5784159719146033
875818, 20062006437450437, 57714080319797918688, 50706436687368055400, 5771408031979791868, 1236235600450071420
875853, 432646950769397, 1244579736744969308, 1093462865109395134, 124457973674496930, 26658897961077244
875960, 18125611966989, 52169605413177558, 45835171923909538, 5216960541317755, 1117472947950265
876046, 3990000000000000, 11485931988262626676, 10091310126247778545, 1148593198826262667, 246028663188585464
876601, 104162366942019261, 300149874363141776013, 263705676617969101569, 30014987436314177601, 6429210308858496843
876755, 136059810298833022, 392183158409221536320, 344564279315173857380, 39218315840922153632, 8400563253125525308
877223, 23148477565201654, 66804623621605504271, 58693206221470163942, 6680462362160550427, 1430955037974789902
877239, 10709373428001405, 30905208207710357354, 27152697827130165764, 3090520820771035735, 661989559809155855
877303, 414284963932810, 1195373200891095125, 1050230986838898354, 119537320089109512, 25604893963087259
880407, 2980200575486827378, 8638532348270038094051, 7586557794494757665071, 863853234827003809405, 188121318948276619575
880459, 5288085730425762902, 15325960018435541112534, 13459610585270516222472, 1532596001843554111253, 333753431321470778809
881146, 5370016579847781594, 15563793371094875843857, 13668481305743055148219, 1556379337109487584385, 338932728242333111253
881570, 4716434064601191404, 13497878012470617856072, 11854146921745983425413, 1349787801247061785607, 293943289477572645052
882515, 74821461356672369, 214242364600697385046, 188152572166718259587, 21424236460069738504, 4665555973909386955
882566, 61572612187528080, 176319033190177308011, 154847430285377085973, 17631903319017730801, 3839699585782491237
884045, 30027009964456092, 86155169413038621454, 75663451347427017249, 8615516941303862145, 1876201124307742060
885102, 66067200791881589, 190045986469285182829, 166902756375015041119, 19004598646928518282, 4138631447341623428
886060, 73705403894990972, 212084893234743325482, 186257831191295987534, 21208489323474332548, 4618572719973005400
886612, 45571303198678622, 131282623250055191180, 115295419238533220163, 13128262325005519118, 2858941686516451899
887184, 229885458131039113, 662636836460953213654, 581942910427247714154, 66263683646095321365, 14430242387610178135
887413, 30210897999800889, 87120925763091388120, 76511600786439408148, 8712092576309138812, 1897232400342841160
887572, 233066254694231456, 672103429068864930873, 590256689787145766186, 67210342906886493087, 14636396374832671600
887631, 6210345522538308, 17909013450339687742, 15728107519397671587, 1790901345033968774, 390004585908047381
888126, 84000000000000, 241956401862992001, 212491677113322424, 24195640186299200, 5269084563370377
888400, 206111747757168626, 593701019349711989381, 521401890316362112450, 59370101934971198938, 12929027098378677993
888649, 60442323082845399, 174117521400496682544, 152914011996908398033, 17411752140049668254, 3791757263538616257
888712, 97394943173080702, 280566780825124606991, 246400199956583407725, 28056678082512460699, 6109902786028738567
890253, 596374323035788, 1718803381518422508, 1509492662127253570, 171880338151842250, 37430381239326688
890360, 4169159408294, 12017137707253936, 10553726728677673, 1201713770725393, 261697207850870
890446, 2082062867127795, 6001814851796652733, 5270931844589411753, 600181485179665273, 130701522027575707
890610, 113779988945291291, 328065686712514738976, 288114831581724831607, 32806568671251473897, 7144286459538433472
890980, 2504672856547915, 7215969740109778684, 6337230593068430165, 721596974010977868, 157142173030370651
891001, 68723206956464352, 197996604143320576738, 173885171680559426864, 19799660414332057673, 4311772048429092201
891155, 276334627344363864, 796622024807881052581, 699611784492851721640, 79662202480788105258, 17348037834241225683
891623, 25119615190670695, 72224168976565869399, 63428926351106607521, 7222416897656586939, 1572825727802674939
891703, 19316577710978693, 55565819528743986445, 48799180723992130007, 5556581952874398644, 1210056851877457794
894807, 1000361146354014126, 2881981836739716587543, 2529993867091348041840, 288198183673971658754, 63789785974396886949
894859, 5808518269902972085, 16733188338637708748581, 14689497114086530828281, 1673318833863770874858, 370372390687407045442
895546, 8158585817623666620, 23529144999772899809668, 20655436404370636464314, 2352914499977289980966, 520794095424973364388
895970, 3554935899433903916, 10255549884543607243339, 9002998554944758316281, 1025554988454360724333, 226996341144488202725
896915, 45002071580452881, 130275201278678228634, 114364169845708141858, 13027520127867822863, 2883511305102263913
896966, 52115226398750139, 150909835409118090112, 132478613571260861294, 15090983540911809011, 3340238296945419807
898445, 66679970651615484, 193917421934891680883, 170233511524295620330, 19391742193489168088, 4292168217106892465
898624, 15054631912665924, 43781343955918108960, 38434153293206006640, 4378134395591810896, 969056267120291424
899502, 33423193116142902, 97371154732417207462, 85478826120328164245, 9737115473241720746, 2155213138847322471
900460, 55099147867130081, 160628003421751772835, 141009862851839541811, 16062800342175177283, 3555340227737053741
901012, 41433355783866476, 120816444927373979733, 106060649242614086092, 12081644492737397973, 2674151192022495668
901584, 377064867292445156, 1099389263128390014617, 965116454865467228571, 109938926312839001461, 24333881950083784585
901813, 50423459579866584, 147064755174857626723, 129103148366331565340, 14706475517485762672, 3255131291040298711
901972, 143703351914885005, 420120696036815631892, 368809674947055191506, 42012069603681563189, 9298951486078877197
902031, 339631364167290, 992483894544549342, 871267866568245352, 99248389454454934, 21967638521849056
902526, 33105626321142419, 97302641152364031875, 85418680377861203205, 9730264115236403187, 2153696659266425483
902800, 183015865169656302, 538219208973284169305, 472484344104541080571, 53821920897328416930, 11912943971414671804
903049, 103773615874574122, 305312195309435975334, 268023195647513321922, 30531219530943597533, 6757780130979055879
903112, 94443354065517044, 277898380104996546671, 243957539349252898439, 27789838010499654667, 6151002745243993565
904589, 2100000000000000, 6191867185603034904, 5435629678756593839, 619186718560303490, 137050788286137575
904653, 1017271854873315, 2999398713169158743, 2633070150734956709, 299939871316915874, 66388691117286160
904760, 32147992936852, 94803855680411385, 83225081570740020, 9480385568041138, 2098388541630227
905010, 346770281415432, 1025222726509003381, 900008174029552762, 102522272650900338, 22692279828550281
905401, 170413497002204272, 503895218520957597945, 442352479902118962677, 50389521852095759794, 11153216766742875474
905555, 279382208694970854, 822272351577921055482, 721844940190303245291, 82227235157792105548, 18200176229825704643
906039, 11620502490174331, 34211612593846025729, 30033211501309235222, 3421161259384602572, 757239833152187935
906103, 1600256348171385, 4711580378338633560, 4136136220410622888, 471158037833863356, 104286120094147316
909207, 983926702115883893, 2910359504309362013081, 2553866658267003950736, 291035950430936201308, 65456895611421861037
909259, 6560301763440097935, 19403130266898214793120, 17026421437375585564895, 1940313026689821479312, 436395802832807748913
909946, 8828576031916401447, 26135638635008628200201, 22934258122967786323330, 2613563863500862820020, 587816648539979056851
910370, 4569503575162616887, 13495889728283248922629, 11842764699576105478847, 1349588972828324892262, 303536055878818551520
911287, 3000000000000, 8864534939026103, 7778709189809856, 886453493902610, 199372255313637
911315, 9289851283172047, 27450378658262301990, 24087954326033094356, 2745037865826230199, 617386466402977435
911366, 29894651066552675, 88350940576249127879, 77528745514123795955, 8835094057624912787, 1987101004500419137
912085, 10316149581915377, 30496972307357773926, 26761367672457212840, 3049697230735777392, 685907404164783694
912524, 221253909495309, 654127585933220407, 574002843804674306, 65412758593322040, 14711983535224061
912845, 99026779616257804, 292840308366065404257, 256970006153997686824, 29284030836606540425, 6586271375461177008
913902, 10919431864320358, 32320960849856504648, 28361934034396731537, 3232096084985650464, 726930730474122647
914860, 8232042024833392, 24407915413439579563, 21418165446531952022, 2440791541343957956, 548958425563669585
915412, 35210958010414908, 104455975473240282509, 91661058581547607064, 10445597547324028250, 2349319344368647195
915984, 363427207742051377, 1078692724097990947575, 946562573630503938415, 107869272409799094757, 24260878057687914403
916213, 120890810317989, 359412009924506477, 315387273416843754, 35941200992450647, 8083535515212076
916372, 150652704113573280, 447950757911312152438, 393080821623997615573, 44795075791131215243, 10074860496183321622
916926, 8282375141950989, 24802091345197428652, 21764058374232850418, 2480209134519742865, 557823836444835369
917200, 273191818524820591, 818272882503380638611, 718041818852659040806, 81827288250338063861, 18403775400383533944
917449, 40217533618951016, 120451840756568628230, 105697574330455780389, 12045184075656862823, 2709082350455985018
917512, 19568964605881143, 58621056200041606414, 51440504405042310002, 5862105620004160641, 1318446174995135771
918059, 2382300276503602, 7141507742271407193, 6266737317412840254, 714150774227140719, 160619650631426220
919160, 8205569131581, 24623873317232048, 21607670450730977, 2462387331723204, 553815534777867
919410, 1582404863113396, 4750647298172535695, 4168735759972083625, 475064729817253569, 106846808383198501
919670, 1383383774054847, 4148193427928486894, 3640077066748098605, 414819342792848689, 93297018387539600
919801, 340155346478571206, 1019674406657016255098, 894773468911191676994, 101967440665701625509, 22933497080122952595
919955, 197747079826619154, 592791853992287745490, 520180187004918427257, 59279185399228774549, 13332481588140543684
920439, 3518857317834527, 10552441251996420566, 9259862170598127014, 1055244125199642056, 237334956198651496
920503, 10047540426183766, 30132889555089592020, 26441881780597112803, 3013288955508959202, 677718818983520015
923607, 690038247743878293, 2054537214070333962129, 1802141426396221575549, 205453721407033396212, 46942066267078990368
923659, 4548690487455010663, 13542773751620042172102, 11879071081781023231343, 1354277375162004217210, 309425294677014723549
924346, 9127762898990888901, 27207033479394499993898, 23864703830517844458647, 2720703347939449999389, 621626300937205535862
924770, 2406844617764229957, 7148936990039749339317, 6270704378687346212480, 714893699003974933931, 163338912348428192906
925715, 20835757757658387, 61901275301573063066, 54296827433325415414, 6190127530157306306, 1414320338090341346
925766, 26296323204895232, 78127233874660831455, 68529459447626497632, 7812723387466083145, 1785051039568250678
926858, 2818388236293296, 8401300875856023605, 7369217865858862817, 840130087585602360, 191952922411558428
926924, 6630639032280570, 19766185837525929342, 17337949439757543974, 1976618583752592934, 451617814015792434
927245, 33071628250979950, 98526650631189576878, 86422848654449199737, 9852665063118957687, 2251136913621419454
928302, 11792678724016919, 35246988321961402292, 30916966300585087943, 3524698832196140229, 805323189180174120
929260, 9530346541281027, 28519750295280428478, 25016156011005818400, 2851975029528042847, 651619254746567231
929812, 21217296392241628, 63629374738908171630, 55812633310982780561, 6362937473890817163, 1453803954034573906
930384, 258570769926463133, 775834031472338240991, 680524372374024432761, 77583403147233824099, 17726255951079984131
930772, 205811768561665480, 617758078697166726288, 541867734245377188296, 61775807869716672628, 14114536582072865364
931326, 24020043289669635, 72179294124949122785, 63312212200287372949, 7217929412494912278, 1649152512166837558
931600, 124557879825650077, 374231068638761530450, 328257530318626953957, 37423106863876153045, 8550431456258423448
931849, 21495599267935921, 64603158586099274913, 56666789760114151188, 6460315858609927491, 1476052967375196234
931912, 38890829148666039, 116807219875032217419, 102457686527824259573, 11680721987503221741, 2668811359704736105
932459, 23046251161861264, 69255628718259336314, 60747713241478613366, 6925562871825933631, 1582352604954789317
933373, 908016195195386, 2728566944398423280, 2393367952412965776, 272856694439842328, 62342297545615176
933418, 992423337448208, 2982391187173245147, 2616010394611386327, 298239118717324514, 68141673844534306
933560, 108316703323646, 325689233441508192, 285678962491685793, 32568923344150819, 7441347605671580
933807, 7814652104378233, 23509083856588625011, 20621039922974425605, 2350908385658862501, 537135547955336905
934070, 18194861616628042, 54770625534784173277, 48042163729087007158, 5477062553478417327, 1251399252218748792
934180, 13641977597456084, 41069990636482812447, 36024624426772171903, 4106999063648281244, 938367146062359300
934185, 7200000000000000, 21676158361410529071, 19013285659027968395, 2167615836141052907, 495256866241507769
934201, 19095190202444186, 57487527074622700592, 50425299348559451069, 5748752707462270059, 1313475018600979464
934355, 186510684248994421, 561676490237698709436, 492675656764977898379, 56167649023769870943, 12833184448950940114
934903, 6155186494487160, 18640985192542808659, 16350977443609309700, 1864098519254280865, 425909229679218094
938007, 2858661295150564910, 8678724966015495349884, 7609462656577556245301, 867872496601549534988, 201389812836389569595
938059, 5104075723918713709, 15492062648499013089087, 13583363069890692181446, 1549206264849901308908, 359493313758419598733
938746, 9188544815434243136, 27998778577904397985987, 24549189063213686632123, 2799877857790439798598, 649711656900271555266
939170, 2323759406081694453, 7081704265437651262504, 6209202891414405438707, 708170426543765126250, 164330947479480697547
939527, 151340579023933, 461401996430477301, 404554963460260345, 46140199643047730, 10706833327169226
940885, 641022211244658, 1956342376389920655, 1715311213906800480, 195634237638992065, 45396924844128110
941645, 27276848742058479, 83294711373415527030, 73032386458653867022, 8329471137341552703, 1932853777420107305
942702, 41719071431168180, 127688684300704873094, 111956799951436529204, 12768868430070487309, 2963015919197856581
943660, 36130235683933018, 110327819860939181054, 96734880814972169252, 11032781986093918105, 2560157059873093697
944784, 79205283496697209, 241309089418708938067, 211578603056876903352, 24130908941870893806, 5599577419961140909
944812, 992349986000504, 3023585446977647296, 2651064601982766260, 302358544697764729, 70162300297116307
945013, 26029675554003003, 79243648151814328609, 69480434481270044252, 7924364815181432860, 1838848855362851497
945172, 159336401515545251, 485112297827097071357, 425344037173309576680, 48511229782709707135, 11257030871077787542
945174, 12627623274504260, 38445841558333071652, 33709121649138645559, 3844584155833307165, 892135753361118928
945231, 1508033294561593, 4591775542718087831, 4026045836977505819, 459177554271808783, 106552151468773229
946000, 132747100269273824, 404919134542134510236, 355031072570870827902, 40491913454213451023, 9396148517050231311
946249, 26882364325213972, 82020983212187480563, 71915587975529922020, 8202098321218748056, 1903296915438810487
946312, 51486792653747062, 157098514401882820144, 137743191934998847288, 15709851440188282014, 3645471026695690842
947773, 79881669922875, 245050062880789808, 214858669883562099, 24505006288078980, 5686386709148729
947818, 237045342921657892, 727205957359157139539, 637610547382722184162, 72720595735915713953, 16874814240519241424
947853, 717408241763120, 2200918891002355526, 1929754679036410313, 220091889100235552, 51072322865709661
948178, 1588743673089432, 4870356825095402773, 4270304512459523674, 487035682509540277, 113016630126338822
948470, 45589708573899559, 139735559168463827568, 122519439601113241692, 13973555916846382756, 3242563650504203120
948580, 26562839751774014, 81439167950385540551, 71405455263058290027, 8143916795038554055, 1889795892288696469
948601, 60288200156835, 184838999766209162, 162065910800013362, 18483899976620916, 4289188989574884
948755, 164225542384136719, 503501666391076595936, 441467743583364003933, 50350166639107659593, 11683756168604932410
949223, 1068982752915963, 3279059018304639072, 2875062551954416015, 327905901830463907, 76090564519759150
952407, 5361369768767455289, 16522453554127841304756, 14480906148072696977457, 1652245355412784130475, 389302050642360196824
952459, 6396018000567928631, 19707761258763674932996, 17272630862108317730925, 1970776125876367493299, 464354270778989708772
953146, 13705044993256343333, 42183050568534012152160, 36970828474184812542614, 4218305056853401215216, 993917037495798394330
953570, 5463304909518332902, 16811277750869895084561, 14734042649416909108122, 1681127775086989508456, 396107326365996467983
955724, 3466308376219842, 10678095655676727699, 9358688800269999871, 1067809565567672769, 251597289839055059
956045, 63820836640474767, 196625179774932860233, 172329779311582606156, 19662517977493286023, 4632882485856968054
956125, 18112067803693974, 55810352302169217175, 48914313551008584362, 5581035230216921717, 1315003520943711096
956224, 3182993776393349, 9809940632981502277, 8597804748489041892, 980994063298150227, 231141821194310158
956509, 401421466629221, 1237730737926222823, 1084794252486582878, 123773073792622282, 29163411647017663
957102, 95730807620269504, 295384246110934201694, 258885977892974949864, 29538424611093420169, 6959843606865831661
958060, 27017467556493257, 83112251988967449847, 72842735908706653809, 8311225198896744984, 1958290881364051054
958666, 3155530486834701, 9704347761823569236, 8505259143677125374, 970434776182356923, 228653841964086939
959184, 47864626634517492, 147264862930148123853, 129068521936773161373, 14726486293014812385, 3469854700360150095
959212, 13528858191809647, 41624123459344190474, 36480963516460703610, 4162412345934419047, 980747596949067817
959413, 56787955183939577, 174714410713245363167, 153126348696695339603, 17471441071324536316, 4116620945225487248
959572, 246684989798970599, 758949226593759567978, 665171942257381448239, 75894922659375956797, 17882361677002162942
960126, 29377818738021917, 90694678229019078571, 79488262397685023184, 9069467822901907857, 2136948008432147530
960400, 29943791536011425, 92288856356519801433, 80885460687395501728, 9228885635651980143, 2174510033472319562
960649, 29086782345473519, 89647393972988437397, 78570382678898040095, 8964739397298843739, 2112271896791553563
961259, 1482678110916456, 4541389257870655268, 3980246118389641361, 454138925787065526, 107004213693948381
962218, 55182786074623147, 168946921777030439890, 148071502228417004676, 16894692177703043989, 3980727370910391225
962360, 33695691770425, 103162197380393470, 90415269947677292, 10316219738039347, 2430707694676831
962610, 2496540240067356, 7642627412561884277, 6698289084210912731, 764262741256188427, 180075587094783119
962837, 7494969912004672, 22944247471185262384, 20109210365150668993, 2294424747118526238, 540612358916067153
962980, 1202673245946925, 3682422482604421579, 3227414995808854039, 368242248260442157, 86765238535125383
963001, 988619310940906, 3027018218828153391, 2652993793673309101, 302701821882815339, 71322603272028951
963155, 192908514539429686, 590661236419323373509, 517677952724878938831, 59066123641932337350, 13917160052512097328
963639, 969342252185, 2968788586335645, 2601959131030840, 296878858633564, 69950596671241
963703, 989489551216990, 3031021832087929253, 2656502712471480538, 303102183208792925, 71416936407655790
966807, 766162767670375652, 2344594029043341840277, 2054054281558319962771, 234459402904334184027, 56080344580687693479
966859, 6287213898803295781, 19238789928214320465281, 16854738319099930087543, 1923878992821432046528, 460172616292958331210
967546, 6895397703071572684, 21127649171212809149710, 18509532013565289052687, 2112764917121280914971, 505352240526239182052
967970, 1941568922202109334, 5966832964545980105721, 5227428990412406797000, 596683296454598010572, 142720677678975298149
969685, 32687611435650068, 100297677222734403361, 87868889358970378830, 10029767722273440336, 2399020141490584195
970124, 10223702474428318, 31384364205893543743, 27495245177863421695, 3138436420589354374, 750682607440767674
970445, 28978560868613833, 89000355630743406233, 77971520561337314076, 8900035563074340623, 2128799506331751534
970645, 207219566856111, 636466834302011708, 557596500662140719, 63646683430201170, 15223650209669819
973066, 2524764736934220, 7776639675921942988, 6812966263921371734, 777663967592194298, 186009444408376956
973584, 133552458619042787, 411526878938738363803, 360530879627528844498, 41152687893873836380, 9843311417335682925
973813, 39697888024483, 122347743140765011, 107186533158504551, 12234774314076501, 2926435668183959
973972, 48868918517137317, 150630557294677755867, 131964569265278583037, 15063055729467775586, 3602932299931397244
974526, 33556260110187818, 103527979807674316911, 90698896077887123233, 10352797980767431691, 2476285749019761987
974800, 37497362885828417, 115701034148961584804, 101363477698256414176, 11570103414896158480, 2767453035809012148
975049, 30502364650645918, 94194263791303964593, 82521804816549368604, 9419426379130396459, 2253032595624199530
975112, 9385524794585080, 28985669541399127822, 25393794357498489301, 2898566954139912782, 693308229760725739
976573, 527698683433537, 1629338634119482393, 1427432619918030254, 162933863411948239, 38972150789503900
976760, 75836191893534, 234178613259483843, 205159433682981864, 23417861325948384, 5601318250553595
977010, 177496636099542, 547358841146593364, 479530680910548660, 54735884114659336, 13092276121385368
977385, 2130000000000000, 6573764233308828618, 5759149943281431884, 657376423330882861, 157237866696513873
977401, 6656617616270690, 20544232549477872997, 17998411796179124453, 2054423254947787299, 491397498350961245
977555, 59080484094479015, 182164298088087479351, 159590680433309766997, 18216429808808747935, 4357187845968964419
978023, 1657195566947161, 5112058744180109093, 4478577536660054154, 511205874418010909, 122275333102044030
981207, 4148626177316993189, 12853765773439367133474, 11256351178179416343594, 1285376577343936713347, 312038017916014076533
981259, 5715789633793826612, 17707063773874827216279, 15506500716312759189148, 1770706377387482721627, 429856680174585305504
981946, 11329839482578621972, 35004337888718008737841, 30654138793259689483937, 3500433788871800873784, 849765306586518380120
982370, 7978581380025314485, 24635893930599421682263, 21574243576480247953278, 2463589393059942168226, 598060961059231560759
984542, 5846348540642361, 18060721208870524979, 15816207019916931616, 1806072120887052497, 438442068066540866
984845, 76745339501029997, 237157157577309832364, 207684214662232075637, 23715715757730983236, 5757227157346773491
985045, 482639916041095, 1491691975025203522, 1306310463136971329, 149169197502520352, 36212314385711841
985902, 6020115219684466, 18593586828965323553, 16282850232208829003, 1859358682896532355, 451377913859962195
986860, 17524171327970044, 54152175698945818964, 47422359911783628366, 5415217569894581896, 1314598217267608702
987466, 3188295470353701, 9857202010228396137, 8632188373205251978, 985720201022839613, 239293436000304546
987984, 349238219093188548, 1080287181924593226936, 946033412103732479065, 108028718192459322693, 26225051628401425178
988012, 540000000000000, 1670435573118785456, 1462840521833875274, 167043557311878545, 40551493973031637
988372, 25921838808827204, 80209545436111242700, 70241423967493081902, 8020954543611124270, 1947166925007036528
989200, 75760259675415865, 234668295571709334896, 205504658471239585592, 23466829557170933489, 5696807543298815815
989512, 1486173957584111, 4602667343367323767, 4030666256603006238, 460266734336732376, 111734352427585153
990059, 36369931212964718, 112585870015105113452, 98594148433107910372, 11258587001510511345, 2733134580486691735
991018, 13800000000000000, 43348799245863085826, 37961583870784204971, 4334879924586308582, 1052335450492572273
991053, 755978548308200, 2374730451416500309, 2079608449836263316, 237473045141650030, 57648956438586963
991160, 8065115503052, 25336073243403612, 22187407405006384, 2533607324340361, 615058514056867
991246, 9208004821301884, 28914686533683863969, 25321284950023768090, 2891468653368386396, 701932930291709483
991407, 4846474160614667, 15212516548828845924, 13321965842206592267, 1521251654882884592, 369299051739369065
991637, 3646133518254745, 11447930345736090154, 10025227354089391814, 1144793034573609015, 277909957073089325
991670, 18357121754307597, 57637507306370959700, 50474548448364402312, 5763750730637095970, 1399208127369461418
991780, 12505977625332858, 39269629874912536456, 34389357352577906075, 3926962987491253645, 953309534843376736
991813, 3506371894137624, 11010488638677573088, 9642149152617279014, 1101048863867757308, 267290622192536766
991955, 33895417043980085, 106456283754939599664, 93226322635010725976, 10645628375493959966, 2584332744434913722
992439, 192890068431145, 605725178555482314, 530448076265321193, 60572517855548231, 14704584434612890
992503, 9131868663596054, 28677220805853736651, 25113330512985457674, 2867722080585373665, 696168212282905312
995287, 37011636268006, 116453494818945078, 101939546399175496, 11645349481894507, 2868598937875075
995607, 1543036847782314492, 4864697283508007855860, 4258395466972554312760, 486469728350800785586, 119832088184652757514
995659, 4584206454179709754, 14451405272035262819703, 12650283278765691908694, 1445140527203526281970, 355981466066044629039
996346, 3823883183877904073, 12007072921880205640379, 10510595402407509970801, 1200707292188020564037, 295770227284675105541
996770, 1771978983720073916, 5562798681934850542367, 4869490393809264314720, 556279868193485054236, 137028419932101173411
997693, 841715568629591, 2641556604243726016, 2312331479987017711, 264155660424372601, 65069463832335704
997731, 6629764424622339, 20793582944631064752, 18202016321492861258, 2079358294463106475, 512208328675097019
998260, 3145476457950689, 9861143441250214696, 8632119550736876687, 986114344125021469, 242909546388316540
998485, 841732098914643, 2639439813954840146, 2310478511622206554, 263943981395484014, 65017320937149578
998858, 3651998083912482, 11453438248135378292, 10025961878955521689, 1145343824813537829, 282132544366318774
999245, 119802713607812905, 375550504323855840537, 328744518318460715563, 37555050432385584053, 9250935573009540921
999270, 3834182775333283, 12018685882089121433, 10520761004546707961, 1201868588208912143, 296056289333501329
1000302, 11769241796442973, 36917738157039233331, 32316569697312962563, 3691773815703923333, 909394644022347435
1001812, 3288009069179813, 10321130753573957807, 9034777264363774723, 1032113075357395780, 254240413852787304
1002384, 44828182459511628, 140989844022598313535, 123417856792529817924, 14098984402259831353, 3473002827808664258
1002613, 32205948931752124, 101311749195415112826, 88684961957942941069, 10131174919541511282, 2495612317930660475
1002772, 48030943959547579, 151088555495480484205, 132257935558412265017, 15108855549548048420, 3721764387520170768
1002774, 976011903412864, 3070316908898384669, 2687654101591652292, 307031690889838466, 75631116416893911
1002831, 841885463488994, 2648807924434323688, 2318679046388300623, 264880792443432368, 65248085602590697
1003600, 70945773852197524, 223331582971681806454, 195497097791172187870, 22333158297168180645, 5501326883341437939
1003849, 18697887473155663, 58827363470388209884, 51495532678983316121, 5882736347038820988, 1449094444366072775
1004459, 26987488258737247, 84841623230587641339, 74267557202489811835, 8484162323058764133, 2089903705039065371
1005453, 841857282226645, 2645146101589588057, 2315473607510172928, 264514610158958805, 65157883920456324
1005646, 9870837092583466, 31019510828804789752, 27153456135678362390, 3101951082880478975, 764103610245948387
1005778, 811458824210048, 2550337191554166141, 2232481016359195752, 255033719155416614, 62822456039553775
1006037, 3428170965052410, 10775907561960881557, 9432873874791011005, 1077590756196088155, 265442930973782397
1006070, 18302050389044674, 57531149617053802473, 50360869846831535909, 5753114961705380247, 1417164808516886317
1006180, 35816352829972467, 112594990327328086894, 98561938897862205440, 11259499032732808689, 2773552396733072765
